Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3176.5,2775.7,2509.6,2872.7,2504.4,2805.5,1875.1,1849,2386.9,2574.7,2436.8
Operating Expenses Qtr Cr,1720.8,1706.7,1605,1498.8,1596.9,1538.8,1304,1125.8,1327.3,1367.1,1279.3
Operating Profit Qtr Cr,1373.7,872.6,818.6,994.9,763.1,632.3,245.7,319.7,756,907.5,848.9
Operating Profit Margin Qtr %,44.39%,33.83%,33.78%,39.90%,32.33%,29.12%,15.85%,22.12%,36.29%,39.90%,39.89%
Depreciation Qtr Cr,341.9,519.9,344.2,329.1,334.9,314.5,291.5,290.4,307.9,350.9,239
Interest Qtr Cr,171.1,170,185.7,218.1,210,232.1,232.9,245.6,269.9,269.5,203.8
Profit Before Tax Qtr Cr,757.1,495.1,340.9,1346.1,424.4,992,113.2,192.8,455.4,610,646.9
Tax Qtr Cr,251.1,55.4,111.3,1045.9,157.1,337.2,39.1,172.4,162.9,217.5,285.4
Net Profit Qtr Cr,506.1,439.7,229.6,300.2,267.2,654.8,74.1,20.4,292.5,392.5,361.6
Basic EPS Qtr Rs,3.6,3.2,1.7,2.2,1.9,4.7,0.5,0.1,2.1,2.8,2.6
