Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2641.4,2512.8,2207.4,2161.3,2158.7,2929.9,2472.7,1934.6,1900.5,2509.3,2389.1
Operating Expenses Qtr Cr,2416.1,2269.4,2191.3,1928.4,1863.4,2468.8,2059.8,1619.2,1591.9,2087,1961
Operating Profit Qtr Cr,205.4,236.8,6.3,227.7,282.8,456.2,406.9,306,300.1,412.7,420.1
Operating Profit Margin Qtr %,7.84%,9.45%,0.29%,10.56%,13.18%,15.60%,16.50%,15.89%,15.86%,16.51%,17.64%
Depreciation Qtr Cr,97.5,96.8,98.6,99.9,97.9,96.1,100,104.4,106.6,105.9,107.9
Interest Qtr Cr,126.5,142.5,151.6,161.6,149,150,144.9,140.2,151.1,147.5,153
Profit Before Tax Qtr Cr,18.2,4.1,-174.8,-26.6,48.4,215,168,70.8,51,173.9,171.2
Tax Qtr Cr,-1.6,1.1,-78.1,-7.3,21.4,87.7,56.9,23.5,17.2,58.8,44.2
Net Profit Qtr Cr,19.8,3,-96.7,-19.3,27,127.3,111.1,47.3,33.7,115.1,127
Basic EPS Qtr Rs,1.4,0.2,-6.6,-1.3,1.9,9.3,8.1,3.5,2.5,8.4,9.3
