Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4760.8,3724.1,3722.9,3511.2,3053.6,3069.8,2928.7,3115.1,2990.1,2987.5,3105.5
Operating Expenses Qtr Cr,3704.1,2709.6,2743.9,2588,2340.6,2138.5,2037.2,2408.8,2031.6,2099.3,2235.4
Operating Profit Qtr Cr,947.1,923.8,891.6,859.9,658.3,855.9,829.6,644.3,906.8,831.4,812.9
Operating Profit Margin Qtr %,20.36%,25.43%,24.52%,24.94%,21.95%,28.58%,28.94%,21.10%,30.86%,28.37%,26.67%
Depreciation Qtr Cr,260.3,315.3,308.6,306.1,303.8,303.2,294.7,292.7,292.1,311.2,308.2
Interest Qtr Cr,156.5,138.4,145.2,146.2,151.7,152.8,171.2,188.7,206.9,208.3,220.5
Profit Before Tax Qtr Cr,640,-739.3,525.2,470.9,257.5,475.3,425.5,224.9,459.5,-631.2,341.4
Tax Qtr Cr,159.2,-213.5,145,114.7,58.5,60.5,77.7,26.6,93.1,-409.1,-99
Net Profit Qtr Cr,480.8,-525.8,380.2,356.3,199,414.8,347.8,198.3,366.4,-222.2,440.5
Basic EPS Qtr Rs,10,-10.9,7.9,7.4,4.1,8.6,7.2,4.1,7.6,-4.6,9.2
