Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,157.6,194.6,154.7,147.3,105,138.3,134.6,110.6,79.8,108.2,126.3
Operating Expenses Qtr Cr,96.4,125.5,93.3,98.4,65,87.8,94.6,72.8,53.8,75.5,111.2
Operating Profit Qtr Cr,51.5,51.9,53.3,43.7,37.2,33.1,36.5,34.9,20.6,30,12.4
Operating Profit Margin Qtr %,34.81%,29.25%,36.34%,30.77%,36.42%,27.40%,27.85%,32.44%,27.71%,28.45%,10.07%
Depreciation Qtr Cr,4,4.5,3.5,2.7,2.3,1.8,1.2,1.2,1.2,1.1,1.1
Interest Qtr Cr,1.4,1.5,0.9,1.4,0.7,0.9,0.8,0.8,0.9,1.4,1.4
Profit Before Tax Qtr Cr,55.9,63.2,57,44.8,37.1,47.8,38,35.9,23.8,30.2,12.6
Tax Qtr Cr,14.3,16.1,14.5,11.5,9.5,13.1,9.8,9.3,6.2,7.4,3.3
Net Profit Qtr Cr,41.6,47.1,42.5,33.2,27.6,34.7,28.2,26.6,17.6,22.8,9.2
Basic EPS Qtr Rs,2.2,2.4,23.1,19.1,15.9,20.1,16.4,15.5,10.2,13.2,5.3
