Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,8,104.4,284.6,23.1,42,77,5.7,17.7,8.5,99.5,7
Operating Expenses Qtr Cr,7.7,11.6,7.2,8.2,6.8,10.6,8.5,6.8,8.7,13.5,15
Operating Profit Qtr Cr,0.2,92.2,276.8,14.6,35.2,65.9,-2.9,10.5,-0.7,85.6,-8.2
Operating Profit Margin Qtr %,3.07%,88.57%,97.45%,63.73%,84.33%,85.78%,-52.09%,60.26%,-8.72%,86.74%,-119.59%
Depreciation Qtr Cr,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.3
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,5.5,14.1
Profit Before Tax Qtr Cr,0.2,92.2,277.1,14.6,35.2,65.7,-3.1,10.4,-0.7,51.5,-22.4
Tax Qtr Cr,-1.5,24.7,37.3,3.7,8.7,3.3,-0.2,-3.8,0,0,0
Net Profit Qtr Cr,1.7,67.6,239.9,10.8,26.5,62.4,-2.9,14.2,-0.7,51.5,-22.4
Basic EPS Qtr Rs,0,0.3,1,0,0.1,0.3,0,0.1,0,0.2,-0.1
