Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2380,2016,1921,2218,2040,1792,1687,2003,1619,1632,1677
Operating Expenses Qtr Cr,1953,1434,1450,1672,1620,1378,1360,1651,1357,1332,1371
Operating Profit Qtr Cr,394,176,212,419,311,310,299,338,228,251,277
Operating Profit Margin Qtr %,16.79%,10.93%,12.76%,20.04%,16.11%,18.36%,18.02%,16.99%,14.38%,15.86%,16.81%
Depreciation Qtr Cr,120,120,117,116,118,117,116,113,117,121,110
Interest Qtr Cr,134,130,123,124,127,128,117,121,136,170,117
Profit Before Tax Qtr Cr,173,332,231,306,175,286,208,199,154,306,214
Tax Qtr Cr,35,73,47,71,37,16,26,-29,20,56,38
Net Profit Qtr Cr,138,259,184,235,138,270,182,228,134,250,176
Basic EPS Qtr Rs,1,2,1.4,1.8,10.4,20.4,13.7,17.2,10.2,18.9,13.3
