Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,14409,13584,13183,12837,11982,12241,11959,11593,10716,9277,9948
Operating Expenses Qtr Cr,11025,10217,9813,9592,9068,9175,9008,8573,7916,6946,7363
Operating Profit Qtr Cr,3247,3245,3279,3132,2847,2957,2854,2869,2644,2065,2445
Operating Profit Margin Qtr %,22.75%,24.10%,25.05%,24.61%,23.89%,24.37%,24.06%,25.07%,25.04%,22.92%,24.93%
Depreciation Qtr Cr,260,261,255,265,244,249,272,249,242,255,232
Interest Qtr Cr,26,36,25,26,11,9,41,29,29,26,25
Profit Before Tax Qtr Cr,3086,3128,3024,2954,2633,2822,2596,2661,2411,1992,2229
Tax Qtr Cr,797,801,781,767,572,679,675,652,530,473,613
Net Profit Qtr Cr,2289,2327,2243,2187,2061,2143,1921,2009,1881,1519,1616
Basic EPS Qtr Rs,9.7,9.9,9.6,9.3,8.8,9.1,8.2,8.6,8,7,7.5
