Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1962,1723,1625,1853,1745,1559,1627,1649,1734,1512,1533
Operating Expenses Qtr Cr,1268,1179,1161,1182,1117,1037,1046,1054,1117,1066,1023
Operating Profit Qtr Cr,665,483,427,617,578,431,570,586,610,425,448
Operating Profit Margin Qtr %,34.40%,29.06%,26.89%,34.30%,34.10%,29.36%,35.27%,35.73%,35.32%,28.50%,30.46%
Depreciation Qtr Cr,149,147,152,153,150,152,155,153,150,155,152
Interest Qtr Cr,51,52,57,64,66,69,87,86,97,96,106
Profit Before Tax Qtr Cr,494,345,255,454,412,301,339,356,370,195,252
Tax Qtr Cr,167,124,85,128,138,22,61,73,72,27,32
Net Profit Qtr Cr,327,221,170,326,274,279,278,283,298,168,220
Basic EPS Qtr Rs,19.4,13.1,10.1,19.2,16.2,16.5,16.4,16.7,17.6,9.9,13
