Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1294.8,886.8,1075.1,894.7,866.1,832.6,1034.4,807.7,714.7,792.2,878.6
Operating Expenses Qtr Cr,430.1,279.7,311.2,308.1,315.1,235.2,371.7,254.1,189.6,231.7,234.6
Operating Profit Qtr Cr,763.8,553.3,721.9,520.6,495,546.8,600.7,502,416.5,503.5,580.4
Operating Profit Margin Qtr %,63.98%,66.42%,69.87%,62.82%,61.10%,69.92%,61.78%,66.39%,68.72%,68.49%,71.21%
Depreciation Qtr Cr,207.9,64.8,153.3,35.5,33.1,76.6,68.7,91.3,145.5,232.8,143.6
Interest Qtr Cr,1.4,3.4,0.8,23.5,1,17.2,1.5,1.6,1.8,1.9,1.9
Profit Before Tax Qtr Cr,655.4,538.8,609.8,527.6,517,503.6,592.6,460.7,377.9,325.9,498.5
Tax Qtr Cr,163.7,134.5,152.4,134.3,127.2,53.7,150.8,114.8,95.1,75.8,125
Net Profit Qtr Cr,491.7,404.4,457.4,393.3,389.8,449.9,441.8,345.9,282.8,250,373.4
Basic EPS Qtr Rs,12.5,10.3,11.6,10,9.9,11.4,11.2,8.8,7.2,6.3,9.5
