Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2856.9,3883.3,3008.6,3360,2340.5,4109.2,3020.8,2851.1,1898.7,3245.7,2649.1
Operating Expenses Qtr Cr,2615.1,3595.8,2693.7,3042.2,2112.3,3691.9,2679.4,2568.5,1680.3,2910.7,2343.7
Operating Profit Qtr Cr,233.5,282,307.3,314.8,225.2,409.4,337,275.8,209.6,330.4,303.2
Operating Profit Margin Qtr %,8.20%,7.27%,10.24%,9.38%,9.64%,9.98%,11.17%,9.70%,11.09%,10.19%,11.46%
Depreciation Qtr Cr,30.7,32.9,30.8,30,29.6,29.7,30,30.8,31.3,30.7,29.3
Interest Qtr Cr,74.8,77.2,70.8,63.8,57.5,59.4,59.2,62,60.8,58.1,74.6
Profit Before Tax Qtr Cr,136.2,78.2,213.2,180.4,141.1,328.3,252.3,189.8,126.2,246.2,201.5
Tax Qtr Cr,36,32.3,60.4,48.3,37.5,97.9,67.2,49.7,35.9,64.6,55.9
Net Profit Qtr Cr,100.3,45.9,152.8,132.1,103.6,230.4,185.2,140.2,90.3,181.5,145.6
Basic EPS Qtr Rs,3.9,1.8,5.9,5.1,4,9,7.2,5.5,3.5,7.1,5.7
