Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,299,270.2,282.6,275.8,287.8,222.4,245.9,270.7,211.8,238.4,242.8
Operating Expenses Qtr Cr,236.1,199.1,216.1,194.7,236.9,188.4,151.5,185.9,148.1,169.4,187.7
Operating Profit Qtr Cr,59,68.8,61.8,78.1,48.4,30.7,88.8,78.1,53.1,58.7,49
Operating Profit Margin Qtr %,19.95%,25.68%,22.25%,28.62%,16.97%,14.02%,36.95%,29.59%,26.39%,25.75%,20.71%
Depreciation Qtr Cr,7.5,6.1,6.6,6.9,7.2,7.7,7.8,7.4,8,4.2,4.3
Interest Qtr Cr,0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0,0,0
Profit Before Tax Qtr Cr,54.6,64.9,59.8,74.1,43.5,26.1,86.4,77.2,55.7,64.8,50.8
Tax Qtr Cr,13.5,13.7,15,18.7,9.6,10.3,18.6,18,6.9,18.3,12.6
Net Profit Qtr Cr,41.2,51.2,44.8,55.4,33.9,15.8,67.9,59.3,48.9,46.5,38.2
Basic EPS Qtr Rs,24.8,30.8,27,33.4,20.4,9.5,40.9,35.7,29.4,28,23
