Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,5028.2,5718.7,5383.6,5375.6,5155,6073.8,5786.5,5430.6,5233.6,5484.1,5197.9
Operating Expenses Qtr Cr,1320.8,1499.4,1230.7,1334.7,1386.6,1695.5,1333.2,1283.1,1250,1429.8,1362.4
Operating Profit Qtr Cr,432.9,110.2,341.5,298.3,110,-292.3,188.5,278.2,162.4,102,-83.7
Operating Profit Margin Qtr %,9.76%,2.61%,8.13%,7.01%,2.71%,-7.20%,4.44%,6.38%,3.77%,2.30%,-1.92%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,2681,2605,2625.6,2621.6,2566.6,2654.2,2722,2801.2,2889.5,2910.4,3073.2
Profit Before Tax Qtr Cr,396,600.2,462,383,333.9,343.6,217.8,153.7,124.6,83.5,-5901.6
Tax Qtr Cr,3.8,47.8,7.9,6.6,7.2,-6.1,4.9,5.5,3.9,-7,173.9
Net Profit Qtr Cr,392.2,552.4,454.1,376.4,326.6,349.8,212.9,148.1,120.7,143.8,-6075.5
Basic EPS Qtr Rs,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,-5.8
