Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1051.5,1022.2,891.3,663.2,502.6,603.7,504.9,425.9,205.5,474,499.5
Operating Expenses Qtr Cr,823.8,880.9,680,416.8,287.2,379.8,283.4,208.3,119.8,294.3,333.1
Operating Profit Qtr Cr,218.6,131.1,203.3,231.4,207.1,204.7,212.8,209.5,77.4,167.9,156.1
Operating Profit Margin Qtr %,20.97%,12.96%,23.02%,35.70%,41.90%,35.02%,42.89%,50.14%,39.24%,36.33%,31.91%
Depreciation Qtr Cr,23.8,22.5,21,20.7,18.6,17.1,16.1,15,14.3,13.6,12.9
Interest Qtr Cr,18.7,15.3,13.4,12.7,11.3,11.3,10.1,10.2,8.9,10,9.9
Profit Before Tax Qtr Cr,185.2,103.5,176.9,213.1,185.5,190.9,195.3,182.4,62.6,156.1,143.6
Tax Qtr Cr,47.4,27.8,45.4,54.2,47.1,46.1,50.2,46.7,16.2,34,29.1
Net Profit Qtr Cr,137.8,75.8,131.6,158.9,138.4,144.8,145.1,135.7,46.3,122.1,114.5
Basic EPS Qtr Rs,1.2,0.7,1.2,1.4,1.3,1.3,1.3,1.2,0.4,1.1,1
