Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1520.4,1369.7,1327.9,1278.4,1133.2,1161.9,1153.2,1102,972.4,800.8,869.5
Operating Expenses Qtr Cr,1159.7,1047.2,1016,965.7,861.8,893.9,842.9,803.6,750.7,626.7,664.2
Operating Profit Qtr Cr,337.4,302.3,286.6,286,244.9,229,271.4,267,217.7,168.8,185.6
Operating Profit Margin Qtr %,22.54%,22.40%,22.00%,22.85%,22.13%,20.39%,24.36%,24.94%,22.48%,21.22%,21.84%
Depreciation Qtr Cr,55,51.6,50.1,44.5,44,39.8,40.5,40.3,39.7,40.5,31.8
Interest Qtr Cr,3.3,2.5,3.2,3.2,3.3,4.2,6.5,7.8,9.6,8.7,4.5
Profit Before Tax Qtr Cr,302.4,268.4,258.6,265,224.1,224,263.3,250.3,172.4,124.9,169
Tax Qtr Cr,50.3,63.8,43.8,34.9,40.2,41.9,67.6,41.1,40.5,26.6,48.6
Net Profit Qtr Cr,252.1,204.6,214.8,230.1,183.9,182.1,195.7,209.2,131.9,98.3,120.4
Basic EPS Qtr Rs,16.6,13.5,14.1,15.2,12.1,12.1,12.9,14.1,9.6,7.1,8.7
