Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1110.5,1063.2,1110.4,1170.4,1243,1318.7,1354.9,1294,1225.9,1191.1,1133.3
Operating Expenses Qtr Cr,326.1,303,350.9,311.9,241.5,252.4,228.1,231.2,206.7,261.9,267.6
Operating Profit Qtr Cr,774.9,728,732.7,847.6,966.5,1051,1095.3,1010,967.7,888.9,848
Operating Profit Margin Qtr %,69.82%,69.03%,66.57%,72.46%,78.10%,79.90%,80.96%,78.94%,79.03%,74.84%,74.98%
Depreciation Qtr Cr,35,40.4,44.5,34.3,38.3,38.9,36.7,38.4,41.7,39.7,37.2
Interest Qtr Cr,351,336.9,352,339.6,363.3,407.6,437.5,442.3,432.6,391.8,356.6
Profit Before Tax Qtr Cr,389.6,359.2,345.9,474.3,570.4,607.8,623,543.9,494.9,460.7,456.4
Tax Qtr Cr,99.4,93.9,86.8,119.3,145.2,149.9,157.7,138.3,125.7,121,122.4
Net Profit Qtr Cr,290.1,265.3,259.1,355,425.2,457.9,465.3,405.6,369.1,339.8,334.1
Basic EPS Qtr Rs,3.4,3.1,3.1,4.2,5,5.4,5.5,4.8,4.4,4,4
