Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,17602.3,17100.1,17616.8,14230.5,13388.1,14066.6,13551.4,12586.7,9808.1,11597.8,12996.6
Operating Expenses Qtr Cr,11642.1,11201.6,11704.8,8938.5,8967,8821.6,8299,7916.1,6264.7,6678.8,7400.3
Operating Profit Qtr Cr,5647.5,5224.4,5102.1,4615,3992.2,4473,4281.4,4060.6,2646.6,4163.5,4612.7
Operating Profit Margin Qtr %,32.66%,31.81%,30.36%,34.05%,30.81%,33.65%,34.03%,33.90%,29.70%,38.40%,38.40%
Depreciation Qtr Cr,411.5,445.9,409.3,401.5,395.5,388,390.9,382.5,398.2,392.5,416.2
Interest Qtr Cr,9.1,10.5,10.7,10.4,10.3,3.1,13.8,13.8,16.8,14.7,12.4
Profit Before Tax Qtr Cr,5539.6,5442,5492,4880.1,4015.3,4853.9,4847.6,4274.3,3128.4,4511.8,5035.5
Tax Qtr Cr,1370.2,1251.1,1335.8,1182.9,1001.9,1105.5,1184.8,1041.9,785.7,714.8,893.6
Net Profit Qtr Cr,4169.4,4191,4156.2,3697.2,3013.5,3748.4,3662.8,3232.4,2342.8,3797.1,4141.9
Basic EPS Qtr Rs,3.4,3.4,3.4,3,2.5,3,3,2.6,1.9,3.1,3.4
