Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,210.6,225.6,209.3,213,210.7,185.3,197.4,182.8,184.7,183.1,177
Operating Expenses Qtr Cr,153.5,142.4,107.6,97.3,91.4,92.6,84.2,78.9,76,111.7,116.5
Operating Profit Qtr Cr,59.8,58.3,79.8,84.3,89.7,86.4,88.7,82.9,75.3,54.1,44
Operating Profit Margin Qtr %,28.03%,29.05%,42.58%,46.42%,49.53%,48.28%,51.30%,51.24%,49.77%,32.63%,27.41%
Depreciation Qtr Cr,3.5,2.9,3,2.8,3.2,3.5,3.8,4.3,4.3,5.8,5.7
Interest Qtr Cr,1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.7,1.9,1.7,0.5
Profit Before Tax Qtr Cr,52.4,79,97.4,111.5,114.7,87.8,107.8,97.9,102.5,57,54.3
Tax Qtr Cr,3.5,19.3,23.1,26.4,24,33.6,26.3,23.4,26,17,-9.2
Net Profit Qtr Cr,48.9,59.7,74.3,85.1,90.7,54.2,81.5,74.5,76.5,40,63.5
Basic EPS Qtr Rs,16,19.6,24.4,28,29.9,18.3,28.1,25.8,26.4,13.8,21.9
