Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2770.9,2631.8,2530.2,2470.7,2467,2461.3,2504.9,2439.8,2113.7,2151.4,2274.9
Operating Expenses Qtr Cr,552.7,621.2,508.3,495.3,346.6,489,344.5,330.6,321.1,374.9,393
Operating Profit Qtr Cr,1893.7,1976.6,1773.5,1916.9,1568.3,1468.6,1715.8,1788.2,1736.4,1219.7,1745.8
Operating Profit Margin Qtr %,68.99%,76.60%,70.10%,77.59%,63.58%,59.67%,68.50%,73.40%,82.15%,56.70%,76.75%
Depreciation Qtr Cr,27,27.4,23.4,22.7,23.9,24.7,24.3,24.5,24.8,26.6,31.4
Interest Qtr Cr,1130.9,1071.2,1046,1077.8,1103.8,1119.7,1140.4,1185.2,1130.7,1135.9,1192.4
Profit Before Tax Qtr Cr,761.7,929.4,704.3,816.5,440.7,324.4,551.1,582,581,57.3,522.1
Tax Qtr Cr,196.1,239.8,180.5,210,113.9,81.2,142.2,150.1,150.1,14.7,133.6
Net Profit Qtr Cr,565.7,689.6,523.8,606.5,326.8,243.2,408.9,431.9,430.9,42.7,388.5
Basic EPS Qtr Rs,6.9,8.4,6.4,7.4,4,3,5,5.3,5.3,0.5,5
