Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,409,409.2,357.9,387.6,387.4,306.8,332.3,328.2,276.1,272.5,290.1
Operating Expenses Qtr Cr,336.6,328.4,284.4,300.3,299.7,250.3,272,267.5,227,238.7,254.2
Operating Profit Qtr Cr,71.3,80.5,73.4,86.3,86.8,54.6,60,60.2,48.9,33.3,35.1
Operating Profit Margin Qtr %,17.48%,19.68%,20.52%,22.33%,22.46%,17.90%,18.06%,18.37%,17.71%,12.26%,12.13%
Depreciation Qtr Cr,20.1,18,19.2,19.5,22.2,18.5,16.9,18.6,19.1,18.2,17.6
Interest Qtr Cr,4.1,3,3.8,3.1,4.2,4.5,6,5.9,5.8,7.8,6.9
Profit Before Tax Qtr Cr,48.2,59.7,50.5,64.8,61.2,33.5,37.4,36.2,24.2,7.8,11.3
Tax Qtr Cr,9.7,19.3,17.6,23.2,21.6,8.5,12.3,11.1,7,2.4,2
Net Profit Qtr Cr,38.5,40.4,33,41.6,39.6,24.9,25.1,25.1,17.2,5.4,9.3
Basic EPS Qtr Rs,4.2,4.4,3.6,4.5,4.3,2.7,2.7,2.7,1.9,0.6,1
