Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3774.3,3948.6,3893.2,3700.1,3794.5,4333,3577,3319,3264.8,3198.3,3458.6
Operating Expenses Qtr Cr,800.8,955.3,975.6,931.7,986.5,1078.7,974.1,765.9,746.4,819.4,786.6
Operating Profit Qtr Cr,884.9,656.8,551.3,567.9,419.4,304.3,332,354.6,341.5,203.1,399.4
Operating Profit Margin Qtr %,25.59%,19.17%,16.80%,17.71%,13.51%,9.82%,11.04%,12.36%,11.79%,7.24%,13.24%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,1771.8,1814.3,1755.2,1707.7,1697.6,1714.6,1700.7,1747.4,1808.3,1783.8,1830.2
Profit Before Tax Qtr Cr,653.4,813.6,410.1,545.1,460,228.9,404.4,384.8,101.1,-315,-75.7
Tax Qtr Cr,201.4,458.4,85.5,281.4,251.9,63.9,250.4,254.7,0.1,-372.6,-210.9
Net Profit Qtr Cr,451.9,355.2,324.6,263.7,208,165.1,154.1,130.1,101,57.6,135.3
Basic EPS Qtr Rs,0.7,0.5,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.2
