,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2499.4,1768.3,595.2,94.2,2.7,634.1,145.2,488.9
Mar-2020,2325.7,1726.2,453.2,107.9,2.5,489.1,142.9,346.2
Jun-2020,884.5,768.0,1.2,97.1,3.0,16.3,4.0,12.3
Sep-2020,2223.1,1639.5,483.8,103.6,1.8,478.2,117.3,360.9
Dec-2020,2928.2,2146.1,658.0,121.9,2.2,658.0,169.6,488.5
Mar-2021,3035.3,2278.9,643.5,123.4,2.2,630.7,162.7,468.1
Jun-2021,2041.8,1573.3,334.5,110.5,1.9,356.1,88.9,267.2
Sep-2021,2294.2,1739.2,442.7,108.2,1.6,445.2,101.8,343.4
Dec-2021,2933.2,2257.0,581.4,109.5,4.9,561.8,139.6,422.3
Mar-2022,3308.0,2439.7,755.0,117.4,1.9,749.0,195.6,553.4
Jun-2022,3340.8,2459.7,788.2,114.2,2.5,764.3,184.1,580.2
