,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,773.8,648.4,120.2,22.3,10.6,92.5,22.9,69.6
Mar-2020,708.7,601.0,99.3,25.3,12.0,70.3,-1.9,72.2
Jun-2020,362.1,320.9,38.6,27.1,11.4,2.7,0.4,2.3
Sep-2020,664.7,558.5,105.4,27.3,6.5,72.5,14.9,57.5
Dec-2020,771.2,581.0,188.4,27.8,8.0,154.4,29.4,125.0
Mar-2021,877.3,680.5,186.2,27.9,8.1,160.8,33.4,127.4
Jun-2021,1007.2,839.9,163.9,29.2,7.6,130.4,26.1,104.3
Sep-2021,1070.9,880.8,186.8,30.4,7.7,152.1,30.5,121.5
Dec-2021,1164.5,988.0,168.1,30.8,6.9,138.8,27.7,111.0
Mar-2022,1230.5,1082.1,136.8,30.5,6.9,111.1,20.8,90.3
Jun-2022,1420.3,1213.5,195.5,37.4,8.8,160.5,34.5,125.9
