,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1260.6,1056.3,191.9,31.4,1.2,171.7,49.0,122.7
Mar-2020,992.0,860.2,127.8,32.0,1.3,98.5,27.0,71.5
Jun-2020,606.0,517.5,80.5,31.8,1.3,55.3,12.6,42.7
Sep-2020,1292.4,1028.7,259.4,33.0,1.1,218.8,60.2,158.6
Dec-2020,1487.4,1183.5,289.8,33.6,1.0,269.2,67.3,201.9
Mar-2021,1342.9,1127.1,203.4,40.5,4.0,171.2,43.5,127.8
Jun-2021,1310.9,1114.1,187.1,35.8,2.5,158.5,39.9,118.7
Sep-2021,1527.0,1356.1,164.7,38.0,2.3,130.6,32.1,98.5
Dec-2021,1703.0,1483.7,210.0,39.0,2.3,178.1,45.7,132.4
Mar-2022,1420.5,1329.9,82.9,39.1,2.6,37.4,12.9,24.5
Jun-2022,1949.0,1689.0,255.6,39.3,2.3,218.4,55.5,162.9
