,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,131.3,69.0,55.6,4.4,0.1,57.7,13.8,43.9
Mar-2020,103.3,53.9,40.9,17.7,0.3,-24.6,8.5,-33.0
Jun-2020,11.4,18.9,-18.8,12.1,0.1,36.2,-5.9,42.1
Sep-2020,6.6,21.6,-21.0,9.4,0.2,-24.6,-5.7,-18.8
Dec-2020,74.1,48.7,19.3,4.5,0.2,20.7,5.2,15.5
Mar-2021,136.4,69.4,63.8,2.4,0.3,64.3,16.3,48.0
Jun-2021,34.0,45.2,-16.3,4.0,0.1,-15.3,-3.7,-11.6
Sep-2021,38.5,41.4,-7.6,4.1,0.1,-7.0,-2.0,-5.0
Dec-2021,168.3,73.5,91.7,3.9,0.9,88.9,23.0,65.9
Mar-2022,135.8,75.8,55.5,5.1,0.7,41.7,13.6,28.1
Jun-2022,155.0,83.3,67.9,4.7,0.5,62.9,16.6,46.3
