,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,672.2,490.2,100.4,23.2,1.6,157.2,22.1,135.1
Mar-2020,641.3,491.4,66.7,22.4,2.4,125.1,7.7,117.4
Jun-2020,654.6,506.7,69.8,23.6,1.3,123.0,14.6,108.4
Sep-2020,613.2,533.0,75.4,24.5,1.9,53.8,9.2,44.6
Dec-2020,619.3,534.1,78.2,24.3,1.6,59.3,10.3,49.0
Mar-2021,630.9,558.8,56.4,23.8,1.0,47.3,9.4,37.9
Jun-2021,883.7,672.9,64.0,21.8,8.6,180.4,8.7,171.7
Sep-2021,1.7,31.2,44.0,-1.1,4.7,-33.1,12.3,-45.4
Dec-2021,961.9,744.0,135.9,20.6,14.9,182.4,16.2,166.2
Mar-2022,982.7,765.6,118.7,20.7,15.0,181.4,1.1,180.3
Jun-2022,1070.5,877.9,94.0,28.1,13.6,150.9,16.3,134.6
