,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,120.7,26.3,87.7,1.9,51.1,40.6,10.6,30.1
Mar-2020,105.8,36.4,64.2,2.1,50.9,16.4,3.9,12.5
Jun-2020,133.5,11.4,106.5,2.0,54.6,52.8,14.1,38.6
Sep-2020,109.6,21.5,72.9,1.9,56.7,17.6,3.2,14.3
Dec-2020,110.5,25.6,75.2,1.9,54.4,21.2,5.3,15.9
Mar-2021,135.5,36.7,95.1,1.8,54.5,42.5,11.2,31.3
Jun-2021,142.0,39.3,98.8,1.9,53.2,47.6,12.5,35.1
Sep-2021,146.1,28.2,114.6,1.9,56.4,56.3,11.4,44.9
Dec-2021,151.7,29.5,116.2,1.9,55.2,59.1,13.2,45.9
Mar-2022,156.1,34.5,118.9,1.9,53.8,63.2,3.0,60.2
Jun-2022,169.3,36.7,129.0,2.0,60.7,66.3,15.1,51.2
