,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2389.1,1961.0,420.1,107.9,153.0,171.2,44.2,127.0
Mar-2020,2509.3,2087.0,412.7,105.9,147.5,173.9,58.8,115.1
Jun-2020,1900.5,1591.9,300.1,106.6,151.1,51.0,17.2,33.7
Sep-2020,1934.6,1619.2,306.0,104.4,140.2,70.8,23.5,47.3
Dec-2020,2472.7,2059.8,406.9,100.0,144.9,168.0,56.9,111.1
Mar-2021,2929.9,2468.8,456.2,96.1,150.0,215.0,87.7,127.3
Jun-2021,2158.7,1863.4,282.8,97.9,149.0,48.4,21.4,27.0
Sep-2021,2161.3,1928.4,227.7,99.9,161.6,-26.6,-7.3,-19.3
Dec-2021,2207.4,2191.3,6.3,98.6,151.6,-174.8,-78.1,-96.7
Mar-2022,2512.8,2269.4,236.8,96.8,142.5,4.1,1.1,3.0
Jun-2022,2641.4,2416.1,205.4,97.5,126.5,18.2,-1.6,19.8
