,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,578.9,502.5,68.1,33.4,9.7,33.3,9.8,23.5
Mar-2020,560.4,481.6,38.4,34.9,11.3,32.5,0.2,32.4
Jun-2020,221.2,221.1,-8.0,36.3,12.8,-49.0,-17.6,-31.4
Sep-2020,658.0,566.7,79.7,36.5,16.1,38.7,14.0,24.7
Dec-2020,806.2,704.9,86.1,39.6,12.9,48.9,13.4,35.5
Mar-2021,862.8,758.5,65.0,38.4,14.0,51.8,18.7,33.1
Jun-2021,675.5,616.7,49.3,39.5,12.6,6.7,1.6,5.1
Sep-2021,913.6,811.7,76.4,44.1,17.4,40.4,15.7,24.8
Dec-2021,870.7,805.4,51.4,44.1,28.6,-7.5,-3.4,-4.0
Mar-2022,896.6,816.6,64.2,42.6,32.4,5.0,5.0,0.1
Jun-2022,934.4,865.5,53.7,44.7,33.6,-9.3,-3.5,-5.9
