,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,124.9,105.4,14.4,11.1,0.0,100.1,1.6,98.5
Mar-2020,130.5,99.9,4.2,11.5,0.0,0.5,-1.1,1.6
Jun-2020,138.1,92.3,40.3,11.3,0.0,34.5,2.2,32.3
Sep-2020,146.7,93.8,41.5,12.8,0.0,25.5,-3.2,28.7
Dec-2020,138.4,99.1,33.7,13.3,0.8,25.1,3.9,21.3
Mar-2021,141.9,97.9,38.8,13.7,-0.5,30.9,15.9,14.9
Jun-2021,156.4,98.4,51.0,9.9,0.0,48.1,11.0,37.1
Sep-2021,208.1,111.3,90.7,10.0,0.0,86.8,24.0,62.8
Dec-2021,180.7,108.0,66.3,10.4,0.0,62.3,20.9,41.4
Mar-2022,178.8,103.8,68.7,11.1,0.0,63.9,10.0,53.8
Jun-2022,147.8,111.4,30.3,8.7,0.0,27.7,6.3,21.4
