,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,596.4,404.7,133.4,24.7,2.5,164.5,25.4,139.1
Mar-2020,547.2,393.3,108.7,28.4,3.6,121.9,18.9,103.0
Jun-2020,532.1,328.6,186.3,27.1,3.0,173.3,48.9,124.5
Sep-2020,607.6,392.1,203.3,27.7,4.7,183.0,51.7,131.4
Dec-2020,608.1,396.7,196.8,27.2,3.9,180.3,39.0,141.2
Mar-2021,572.0,409.0,125.7,27.3,3.5,132.1,31.5,100.5
Jun-2021,761.4,463.4,285.7,27.0,2.2,268.7,68.8,199.9
Sep-2021,651.3,446.9,189.4,27.2,2.2,175.0,32.0,142.9
Dec-2021,694.2,480.7,195.2,27.2,2.2,184.1,40.2,143.9
Mar-2022,566.8,384.2,165.4,33.6,3.9,145.1,19.3,125.8
Jun-2022,610.9,401.1,191.8,26.5,3.6,43.4,10.8,32.5
