,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,982.2,137.3,767.2,18.7,533.4,221.0,54.5,166.5
Mar-2020,953.5,136.7,689.5,19.9,515.6,165.6,34.7,130.9
Jun-2020,952.1,132.5,755.2,16.4,523.5,219.0,53.3,165.7
Sep-2020,997.9,131.3,781.6,17.2,515.4,253.8,61.8,192.0
Dec-2020,1046.5,131.6,843.6,17.9,507.1,320.2,78.0,242.2
Mar-2021,1017.8,145.5,716.3,18.7,484.7,263.3,54.1,209.2
Jun-2021,955.6,143.2,721.8,15.6,458.5,253.1,61.5,191.6
Sep-2021,1025.2,398.3,458.3,17.9,165.3,278.5,67.8,210.7
Dec-2021,961.3,161.2,700.7,18.9,417.3,267.4,65.0,202.4
Mar-2022,948.4,167.8,800.3,20.2,410.9,377.9,79.1,298.8
Jun-2022,941.8,169.4,712.7,18.6,404.1,296.8,71.0,225.7
