,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,539.1,129.4,272.1,18.6,267.5,6.7,1.3,5.4
Mar-2020,524.4,130.1,272.9,16.7,262.4,-1.2,34.2,-35.4
Jun-2020,477.7,102.4,288.2,14.3,244.2,33.8,7.0,26.8
Sep-2020,496.2,101.6,260.9,13.2,228.2,27.1,7.4,19.7
Dec-2020,459.4,94.6,219.8,11.5,211.5,1.6,0.5,1.1
Mar-2021,446.3,106.1,-642.9,13.2,190.7,-835.2,-209.3,-625.9
Jun-2021,377.4,119.2,215.4,10.6,146.8,62.9,13.0,49.8
Sep-2021,397.1,134.4,235.1,12.2,128.2,98.3,24.3,74.0
Dec-2021,394.2,142.5,236.7,12.9,123.9,106.8,26.6,80.2
Mar-2022,398.3,159.0,225.3,13.7,110.4,116.5,27.4,89.1
Jun-2022,429.0,180.2,243.0,12.3,118.7,155.0,31.3,123.7
