,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1590.2,1155.9,371.7,126.3,6.0,302.1,126.6,175.5
Mar-2020,1663.8,1094.2,474.5,133.6,10.8,404.7,110.2,294.5
Jun-2020,1247.9,1030.1,159.0,126.0,8.5,83.3,21.7,61.7
Sep-2020,1574.0,1189.8,312.9,127.2,8.5,248.6,61.0,187.6
Dec-2020,1836.0,1382.0,371.9,136.4,8.4,309.3,71.4,237.9
Mar-2021,2012.5,1750.3,189.0,132.4,8.6,37.9,21.7,16.2
Jun-2021,1863.1,1374.0,433.5,130.3,13.9,344.8,89.9,254.9
Sep-2021,1898.9,1397.5,426.5,136.2,13.5,351.7,87.6,264.1
Dec-2021,1983.2,1464.3,455.6,132.4,13.2,373.3,86.7,286.5
Mar-2022,2112.4,1630.3,412.8,130.9,14.0,337.2,80.4,256.9
Jun-2022,2041.2,1506.0,472.3,131.2,13.9,390.1,98.8,291.3
