,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Sep-2020,222.7,177.5,4.9,55.8,32.6,-60.8,0.0,-61.0
Dec-2020,339.8,252.4,82.6,40.1,34.1,65.9,0.0,67.5
Mar-2021,372.6,285.7,100.4,48.2,26.6,3.1,0.0,6.9
Jun-2021,316.0,264.9,41.4,39.1,27.0,-19.6,0.0,-19.6
Sep-2021,465.1,357.4,107.6,43.1,27.7,40.5,0.0,40.5
Dec-2021,555.7,430.7,121.6,47.1,24.2,53.7,0.0,53.7
Mar-2022,532.5,411.7,118.2,56.0,26.9,37.7,-41.1,78.8
Jun-2022,641.4,491.5,143.0,54.5,27.8,67.6,0.0,67.6
