,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,300.7,213.4,75.0,11.0,4.5,71.8,17.7,54.0
Mar-2020,298.1,219.1,59.1,11.4,4.7,58.6,14.8,43.7
Jun-2020,285.9,200.0,71.6,10.8,4.7,70.4,20.3,50.1
Sep-2020,294.3,204.7,82.4,13.0,4.7,71.8,18.5,53.4
Dec-2020,319.5,225.2,84.0,13.1,4.6,76.7,19.5,57.1
Mar-2021,337.1,214.1,115.4,13.1,4.4,105.6,27.2,78.4
Jun-2021,353.3,227.6,116.2,11.2,4.2,110.4,28.2,82.2
Sep-2021,375.3,244.2,129.7,12.4,4.2,114.5,28.9,85.6
Dec-2021,409.3,267.0,138.6,13.6,4.0,124.7,33.0,91.7
Mar-2022,435.6,289.8,138.3,14.5,4.0,127.3,31.9,95.5
Jun-2022,450.5,337.0,97.7,12.6,3.9,96.9,24.8,72.0
