,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,23.4,4.7,18.7,0.2,0.0,18.5,6.6,11.9
Mar-2020,15.9,4.7,11.2,0.2,0.0,11.0,0.3,10.7
Jun-2020,21.9,6.0,15.7,0.2,0.0,15.6,3.2,12.4
Sep-2020,79.5,4.1,75.4,0.2,0.0,75.1,2.7,72.4
Dec-2020,14.1,4.7,9.4,0.2,0.0,9.1,1.6,7.5
Mar-2021,24.7,4.3,20.4,0.2,0.0,20.1,3.6,16.5
Jun-2021,73.5,5.6,67.8,0.2,0.0,67.6,3.0,64.7
Sep-2021,81.2,7.3,73.9,0.2,0.0,73.7,6.8,66.8
Dec-2021,52.6,5.7,46.9,0.2,0.0,46.6,9.8,36.8
Mar-2022,46.3,5.8,40.4,0.2,0.0,40.2,7.2,33.0
Jun-2022,126.4,10.9,115.4,0.2,0.0,115.3,6.6,108.7
