,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1028.0,670.6,341.2,18.3,0.3,338.8,67.5,271.3
Mar-2020,707.8,515.0,173.0,22.2,1.1,169.5,44.3,125.2
Jun-2020,505.8,395.3,95.3,20.6,1.4,88.5,23.1,65.4
Sep-2020,894.8,594.9,288.2,21.5,0.9,277.5,72.9,204.6
Dec-2020,950.5,677.6,257.6,22.3,0.8,249.8,62.1,187.7
Mar-2021,1153.0,798.6,340.1,21.5,0.6,332.3,88.7,243.6
Jun-2021,902.9,692.1,197.5,19.9,0.7,190.2,50.2,140.0
Sep-2021,1081.6,810.7,262.5,20.4,0.6,249.9,64.0,185.9
Dec-2021,1103.0,824.7,265.9,20.9,0.5,256.9,68.3,188.6
Mar-2022,1250.7,918.5,317.2,20.2,0.7,311.3,82.9,228.4
Jun-2022,1255.4,955.6,286.1,19.6,0.5,279.7,73.5,206.3
