,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,20518.8,18422.1,1463.8,244.5,589.8,1262.3,205.1,1246.1
Mar-2020,28054.4,24629.8,2623.0,257.1,563.7,2603.9,489.6,2254.6
Jun-2020,8848.2,7568.4,581.6,234.8,708.5,336.7,55.0,306.6
Sep-2020,16726.8,14560.9,1230.8,249.4,656.4,-1558.5,208.6,6716.5
Dec-2020,20747.5,17756.0,1863.8,240.4,567.8,2183.2,478.3,1872.8
Mar-2021,30428.5,26164.2,3589.9,301.0,486.9,3476.4,1009.3,2441.1
Jun-2021,13779.5,12083.1,1025.8,260.3,466.9,969.1,219.2,750.0
Sep-2021,18414.8,15658.3,1402.7,261.2,424.2,2338.3,312.9,2025.4
Dec-2021,22564.0,19831.1,1720.5,258.7,412.0,2062.2,391.4,1670.8
Mar-2022,38142.0,33569.7,3869.6,307.9,440.8,3823.7,922.6,2901.2
Jun-2022,20779.5,18665.6,1546.1,342.1,504.5,1267.3,356.1,911.2
