,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,243.9,197.7,38.1,5.0,2.9,38.3,9.3,28.9
Mar-2020,288.8,189.0,55.2,5.1,2.5,92.2,19.0,73.2
Jun-2020,162.6,133.2,17.9,5.0,1.7,22.7,4.7,18.0
Sep-2020,287.1,220.6,58.3,5.1,2.8,58.6,13.1,45.5
Dec-2020,291.3,223.9,58.2,5.3,3.1,59.0,15.6,43.4
Mar-2021,310.8,240.7,64.3,5.3,2.3,62.4,14.7,47.7
Jun-2021,245.3,197.5,41.8,5.3,2.3,40.2,9.1,31.1
Sep-2021,282.6,226.0,46.8,5.4,2.7,48.6,11.0,37.6
Dec-2021,307.0,250.9,51.3,5.4,4.0,46.7,11.8,34.9
Mar-2022,366.6,285.3,76.5,5.3,1.5,74.5,17.4,57.2
Jun-2022,298.1,256.0,37.4,5.4,2.8,33.9,7.9,26.0
