,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,569.6,540.6,27.0,15.5,7.3,6.2,-5.4,11.5
Mar-2020,1045.5,970.0,76.1,16.1,7.4,52.0,-1.2,53.2
Jun-2020,193.5,196.5,-5.7,16.8,8.7,-28.6,-9.8,-18.7
Sep-2020,233.4,222.1,0.3,17.0,9.7,-15.3,-6.7,-8.6
Dec-2020,584.4,533.3,43.1,17.3,6.8,27.1,8.8,18.3
Mar-2021,1314.4,1195.6,110.7,16.4,8.2,94.3,33.7,60.6
Jun-2021,581.3,545.4,28.5,18.0,7.5,10.4,3.5,6.9
Sep-2021,353.6,337.6,7.5,19.6,4.5,-8.0,-2.4,-5.7
Dec-2021,670.4,622.0,40.1,19.8,10.3,18.2,3.7,14.5
Mar-2022,1565.4,1479.7,76.9,22.2,14.3,49.2,16.8,32.4
Jun-2022,1444.9,1384.9,46.8,23.2,18.0,18.8,5.7,13.1
