,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,630.8,245.7,380.0,49.7,38.3,297.2,75.1,222.1
Mar-2020,601.6,239.2,355.7,48.3,34.6,279.5,53.9,225.6
Jun-2020,468.6,118.1,346.2,48.8,29.0,272.7,73.3,199.4
Sep-2020,628.5,196.3,380.7,55.4,24.9,351.9,80.8,271.1
Dec-2020,587.4,181.6,398.4,51.1,22.0,332.8,85.3,247.5
Mar-2021,471.1,120.8,344.2,49.7,17.4,283.3,75.3,206.3
Jun-2021,531.0,152.8,374.4,48.1,14.0,316.1,82.8,231.9
Sep-2021,679.0,207.9,380.6,49.1,8.6,413.3,82.9,327.7
Dec-2021,475.0,134.7,336.5,49.4,5.3,285.6,72.3,248.1
Mar-2022,439.5,127.0,306.2,49.4,3.4,259.8,57.7,202.0
Jun-2022,485.7,121.6,360.2,47.9,1.4,314.9,79.4,235.5
