,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1318.8,1174.9,139.3,14.1,33.0,96.8,24.5,72.3
Mar-2020,1260.9,1137.9,120.6,13.7,27.7,81.6,20.7,60.8
Jun-2020,753.9,673.0,72.3,14.6,16.8,49.5,13.3,36.2
Sep-2020,1040.6,918.6,118.4,14.2,15.0,92.8,24.6,68.2
Dec-2020,1158.3,1024.7,128.2,14.5,13.0,106.0,26.4,79.6
Mar-2021,1248.8,1104.7,141.6,14.5,12.5,117.1,27.8,89.3
Jun-2021,1020.3,903.8,113.7,13.9,11.4,91.2,24.1,67.1
Sep-2021,1356.0,1207.2,146.2,14.0,9.9,124.9,32.9,92.0
Dec-2021,1565.6,1407.0,156.8,13.7,9.0,135.8,34.6,101.2
Mar-2022,1799.5,1619.8,171.9,13.9,10.0,155.8,39.9,115.9
Jun-2022,1568.9,1405.8,159.6,13.9,9.2,140.1,36.3,103.8
