,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1291.5,1213.1,68.4,17.0,39.4,22.0,6.5,15.5
Mar-2020,1319.0,1266.2,33.5,18.1,35.8,-1.1,-1.1,0.0
Jun-2020,615.5,628.5,-20.8,17.2,26.9,-42.4,-15.2,-27.2
Sep-2020,1223.9,1111.0,103.1,17.7,21.6,73.6,19.6,54.0
Dec-2020,1520.0,1349.1,147.5,18.1,16.4,136.4,35.6,100.8
Mar-2021,1286.3,1182.8,71.7,16.3,10.6,73.6,17.5,56.0
Jun-2021,866.1,845.6,7.1,14.4,14.7,-8.7,-2.3,-6.4
Sep-2021,1318.7,1212.1,78.7,13.4,12.7,80.5,17.1,63.4
Dec-2021,1332.4,1222.3,82.1,14.1,15.8,70.6,18.4,52.2
Mar-2022,1354.4,1263.2,59.2,14.8,9.8,63.0,18.7,44.3
Jun-2022,1248.4,1157.5,71.2,15.5,7.2,68.2,17.6,50.6
