,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,415.7,356.3,59.3,11.8,8.1,39.5,12.8,26.8
Mar-2020,407.2,339.0,67.6,12.0,7.2,57.4,0.8,56.6
Jun-2020,476.8,359.4,116.1,11.9,6.4,99.0,26.0,73.0
Sep-2020,515.4,406.2,109.0,12.0,7.0,90.3,20.5,69.8
Dec-2020,476.2,374.3,97.8,12.1,4.9,85.2,20.5,64.7
Mar-2021,452.9,373.7,78.4,11.7,4.3,63.2,13.0,50.2
Jun-2021,507.4,431.5,74.3,11.8,4.1,60.0,14.5,45.5
Sep-2021,511.6,441.6,69.1,11.8,5.1,53.1,12.5,40.6
Dec-2021,594.8,502.5,90.7,11.9,5.0,75.3,19.5,55.9
Mar-2022,642.1,557.4,84.1,11.9,5.8,67.0,14.0,53.0
Jun-2022,551.4,496.5,54.7,11.8,6.8,36.4,10.0,26.4
