,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1126.1,880.9,210.8,92.7,79.6,96.0,-167.2,263.2
Mar-2020,1043.9,776.0,239.9,91.4,66.9,109.6,14.6,95.1
Jun-2020,822.9,618.2,186.2,90.3,66.7,47.8,19.6,28.2
Sep-2020,698.8,490.1,181.9,90.4,55.6,62.7,27.3,35.4
Dec-2020,700.1,506.6,185.2,90.0,46.0,57.6,22.5,35.1
Mar-2021,738.1,469.1,260.2,87.3,41.9,139.7,52.2,87.5
Jun-2021,816.0,558.7,199.3,88.4,35.6,133.4,44.5,88.9
Sep-2021,916.7,594.6,207.6,82.3,34.6,205.2,72.4,132.8
Dec-2021,1026.1,631.8,369.8,79.0,31.0,284.3,93.0,191.2
Mar-2022,1112.2,813.2,267.9,78.0,25.8,195.2,38.4,156.8
Jun-2022,2016.1,1522.2,475.1,79.6,30.2,504.1,159.9,344.2
