,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Mar-2020,342.8,316.2,23.8,14.2,4.6,8.3,-5.0,13.3
Jun-2020,355.5,316.6,37.1,10.9,3.6,24.4,5.8,18.6
Sep-2020,392.9,341.3,50.1,11.2,3.3,37.2,5.1,32.1
Dec-2020,396.3,333.9,59.7,11.6,3.6,47.1,6.5,40.6
Mar-2021,470.8,411.9,55.6,11.6,4.8,42.6,11.3,31.2
Jun-2021,695.2,553.0,136.7,10.6,2.5,129.1,30.4,98.7
Sep-2021,535.3,502.2,24.0,11.0,0.9,21.2,10.9,10.3
Dec-2021,876.1,772.3,101.9,11.4,5.8,86.5,5.4,81.1
Mar-2022,910.3,849.4,56.8,11.7,4.3,44.8,3.8,41.0
Jun-2022,808.5,714.0,89.7,12.1,2.0,80.5,19.6,60.9
