,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,690.0,579.4,98.2,19.6,1.9,89.1,23.1,66.0
Mar-2020,617.5,520.2,82.9,20.1,2.5,74.8,19.4,55.4
Jun-2020,267.3,248.1,9.4,17.0,1.4,0.7,0.2,0.6
Sep-2020,662.5,528.8,121.3,19.1,1.2,113.3,29.5,83.8
Dec-2020,770.8,608.2,148.1,19.1,1.2,142.3,36.5,105.8
Mar-2021,874.2,705.1,154.2,18.6,1.3,149.2,37.6,111.6
Jun-2021,512.5,430.2,69.5,18.2,1.3,62.9,16.1,46.7
Sep-2021,877.1,716.2,146.0,19.6,1.1,140.1,36.1,104.0
Dec-2021,962.0,791.5,159.0,21.4,1.5,147.7,34.9,112.8
Mar-2022,998.4,842.0,145.0,21.1,2.2,133.0,35.4,97.7
Jun-2022,926.2,777.2,136.8,21.5,2.0,125.5,32.2,93.3
