,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1190.0,1015.1,117.1,4.4,12.3,158.3,19.8,138.4
Mar-2020,1830.5,1658.8,129.5,5.9,4.4,161.5,39.1,122.4
Jun-2020,513.5,443.5,33.8,6.2,3.6,60.1,20.2,39.9
Sep-2020,1015.2,899.5,66.0,6.3,5.8,103.5,27.3,76.2
Dec-2020,1303.9,1160.0,84.5,6.3,3.5,134.2,31.1,103.1
Mar-2021,2367.8,2083.7,176.7,6.1,1.9,276.1,90.8,185.3
Jun-2021,1103.5,980.2,70.9,6.1,3.1,114.2,29.4,84.7
Sep-2021,1503.3,1322.8,98.3,6.1,1.5,172.9,40.3,132.6
Dec-2021,1709.1,1532.2,106.8,6.1,1.7,169.1,39.2,129.9
Mar-2022,2865.1,2697.9,99.1,9.2,4.1,153.9,-43.2,197.1
Jun-2022,1957.0,1788.8,108.4,6.8,1.2,160.2,37.1,123.1
