,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1115.8,1001.4,114.2,16.5,16.9,42.0,6.5,35.5
Mar-2020,811.9,746.2,65.4,18.8,5.4,39.7,10.5,29.2
Jun-2020,634.3,599.0,34.2,17.5,2.9,14.3,3.4,10.9
Sep-2020,932.0,835.3,96.7,20.9,6.6,6.7,2.0,4.8
Dec-2020,1043.7,972.1,71.5,20.0,5.6,75.6,20.6,55.0
Mar-2021,1023.8,941.8,73.7,20.2,8.1,53.7,14.3,39.4
Jun-2021,796.8,748.1,35.7,19.0,8.1,21.6,5.3,16.3
Sep-2021,850.6,775.5,73.2,19.3,8.6,47.2,12.9,34.3
Dec-2021,1137.6,1060.8,61.8,22.3,7.0,83.3,21.7,61.7
Mar-2022,1142.1,1047.2,66.3,14.7,9.6,70.7,19.0,51.7
Jun-2022,991.3,960.4,25.6,20.5,8.3,2.1,0.8,1.3
