,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1533.0,1023.0,448.0,152.0,106.0,252.0,32.0,220.0
Mar-2020,1512.0,1066.0,425.0,155.0,96.0,195.0,27.0,168.0
Jun-2020,1734.0,1117.0,610.0,150.0,97.0,370.0,72.0,298.0
Sep-2020,1649.0,1054.0,586.0,153.0,86.0,356.0,73.0,283.0
Dec-2020,1627.0,1046.0,570.0,155.0,87.0,339.0,61.0,278.0
Mar-2021,1559.0,1037.0,431.0,152.0,69.0,301.0,22.0,279.0
Jun-2021,1745.0,1117.0,578.0,150.0,66.0,412.0,138.0,274.0
Sep-2021,1853.0,1182.0,617.0,153.0,64.0,454.0,128.0,326.0
Dec-2021,1625.0,1161.0,427.0,152.0,57.0,255.0,85.0,170.0
Mar-2022,1723.0,1179.0,483.0,147.0,52.0,345.0,124.0,221.0
Jun-2022,1962.0,1268.0,665.0,149.0,51.0,494.0,167.0,327.0
