,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,144.7,108.1,34.5,20.8,1.0,14.7,3.4,11.2
Mar-2020,125.8,90.3,32.9,22.8,0.9,11.8,4.4,7.4
Jun-2020,89.0,61.1,25.2,21.9,0.9,5.0,1.9,3.2
Sep-2020,133.6,101.3,29.1,23.6,0.9,7.8,2.8,5.0
Dec-2020,198.9,161.3,35.8,15.2,0.9,21.6,8.0,13.4
Mar-2021,164.6,129.8,33.4,9.9,0.8,24.1,-2.2,26.3
Jun-2021,195.3,165.6,27.8,15.6,0.7,13.4,3.5,9.8
Sep-2021,285.7,249.5,34.4,15.8,0.4,20.0,5.2,14.8
Dec-2021,362.3,324.6,35.3,12.2,0.5,25.0,6.2,18.8
Mar-2022,332.3,290.8,39.4,15.1,0.3,26.2,-0.2,26.4
Jun-2022,380.9,336.8,41.3,13.4,0.3,30.3,7.0,23.3
