,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,649.7,545.4,102.5,13.1,8.1,74.5,18.8,55.7
Mar-2020,587.5,503.1,82.3,13.4,8.5,54.1,15.6,38.4
Jun-2020,411.0,333.4,75.8,12.9,6.6,58.2,14.1,44.1
Sep-2020,633.8,522.8,107.2,13.3,5.4,92.3,19.9,72.4
Dec-2020,686.8,559.7,124.6,13.6,5.4,108.2,27.6,80.5
Mar-2021,706.6,593.4,101.4,14.2,4.6,94.4,20.9,73.5
Jun-2021,608.3,510.7,92.1,15.4,4.6,77.6,17.8,59.8
Sep-2021,710.6,597.4,111.5,16.2,3.1,94.0,24.8,69.3
Dec-2021,3308.4,3187.7,119.0,16.9,3.1,100.6,23.9,76.7
Mar-2022,3226.4,3144.8,79.6,16.4,2.3,62.9,16.6,46.4
Jun-2022,3188.2,3091.3,92.5,16.7,3.0,77.2,18.9,58.3
