,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,35.2,2.8,31.3,0.0,7.7,24.7,4.8,24.4
Mar-2020,137.9,3.5,133.0,0.0,10.8,123.6,0.9,121.2
Jun-2020,7.7,2.3,4.4,0.0,6.8,-1.4,1.4,-2.8
Sep-2020,2.1,-2.1,3.4,0.0,6.8,-2.7,2.1,-4.8
Dec-2020,11.1,2.8,7.7,0.1,10.5,-2.3,2.5,-4.7
Mar-2021,14.4,5.2,6.6,0.1,10.6,-1.5,3.0,-4.5
Jun-2021,11.0,-1.9,12.2,0.1,10.3,2.5,3.1,-0.6
Sep-2021,11.8,2.9,8.5,0.1,11.5,-2.7,2.3,-5.0
Dec-2021,10.6,2.9,7.2,0.1,11.4,-3.8,1.9,-5.7
Mar-2022,13.4,7.4,-2.6,0.1,11.9,-13.8,-0.4,-13.5
Jun-2022,26.6,-6.7,32.6,0.1,13.1,20.2,8.5,11.7
