,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,449.1,302.9,119.0,34.1,13.2,98.9,23.9,75.0
Mar-2020,367.5,241.9,68.4,32.5,11.3,25.0,9.4,15.6
Jun-2020,38.4,148.9,-125.4,30.9,11.1,-157.4,-39.2,-118.2
Sep-2020,69.5,145.2,-95.2,30.9,12.2,-149.5,-34.2,-115.3
Dec-2020,167.5,158.7,-27.3,29.7,9.7,-55.1,-13.5,-41.5
Mar-2021,198.2,184.6,-26.7,28.4,7.5,-81.0,-12.9,-68.1
Jun-2021,90.2,176.5,-97.1,28.5,7.8,-122.5,-29.5,-93.1
Sep-2021,217.3,214.0,-12.4,28.4,8.4,-61.0,-10.6,-50.4
Dec-2021,324.3,246.0,68.3,28.5,8.5,41.4,8.8,32.6
Mar-2022,278.9,244.4,21.2,29.4,9.1,9.2,16.5,-7.3
Jun-2022,357.0,263.2,79.2,28.9,8.2,56.7,14.3,42.4
