,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,645.6,447.8,154.7,10.2,0.7,186.8,47.1,139.7
Mar-2020,595.9,405.8,146.8,11.6,1.1,177.4,46.0,131.4
Jun-2020,365.8,271.4,51.0,11.0,0.7,82.7,22.5,60.1
Sep-2020,488.4,305.6,116.7,11.0,0.5,171.3,40.5,130.7
Dec-2020,464.3,317.0,116.7,11.2,1.3,134.8,35.9,98.9
Mar-2021,632.4,446.8,172.1,11.7,0.3,173.6,39.0,134.6
Jun-2021,359.0,254.3,77.8,11.3,0.3,93.1,22.6,70.5
Sep-2021,766.9,535.8,197.8,11.7,1.1,218.3,55.2,163.1
Dec-2021,770.5,575.7,178.8,12.8,2.3,179.8,46.1,133.6
Mar-2022,764.7,557.4,186.8,22.6,1.3,183.4,53.5,129.9
Jun-2022,609.7,422.1,156.2,12.8,1.2,173.6,44.3,129.3
