,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,184.7,151.3,14.8,6.2,1.9,31.0,6.7,24.4
Mar-2020,181.2,166.6,0.7,6.5,1.7,6.4,2.4,4.0
Jun-2020,179.9,160.4,15.2,6.0,1.4,12.1,1.6,10.5
Sep-2020,207.2,174.1,11.5,6.1,1.4,25.6,3.3,22.3
Dec-2020,177.9,138.8,19.0,6.1,1.1,32.0,4.2,27.8
Mar-2021,249.5,193.6,24.1,6.0,0.9,48.9,8.7,40.2
Jun-2021,203.1,163.3,16.1,6.0,1.0,32.7,4.6,28.2
Sep-2021,199.4,170.7,19.1,6.3,1.0,21.3,3.0,18.3
Dec-2021,239.4,198.9,21.6,6.0,1.3,33.2,4.7,28.6
Mar-2022,245.4,202.7,24.4,6.1,1.2,34.5,7.6,26.8
Jun-2022,243.5,200.3,31.9,5.9,1.1,36.1,6.1,30.0
