,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Jun-2019,169.1,103.6,62.2,10.7,2.1,52.7,17.2,35.6
Sep-2019,170.5,101.7,62.5,11.9,2.0,54.8,12.4,42.4
Jun-2020,152.1,93.0,50.0,10.0,2.0,47.0,10.7,36.3
Sep-2020,178.0,95.3,66.6,9.9,1.8,71.0,15.8,55.2
Dec-2020,209.7,107.5,72.0,9.8,1.8,90.6,16.3,74.3
Mar-2021,192.5,109.8,79.4,9.7,1.6,71.4,18.2,53.2
Jun-2021,221.8,107.0,84.2,9.7,1.7,103.4,19.4,83.9
Sep-2021,218.8,119.5,96.2,10.9,1.6,86.7,21.4,65.2
Dec-2021,229.8,120.7,105.9,12.4,1.7,95.0,22.8,72.1
Mar-2022,233.2,126.4,103.7,14.3,1.6,90.8,22.7,68.1
Jun-2022,229.7,132.1,94.3,12.5,1.6,83.6,21.3,62.3
