,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2136.6,2054.0,34.3,134.1,1.6,-53.2,-19.3,-34.0
Mar-2020,2042.3,1727.5,208.4,135.1,0.8,178.9,76.2,102.8
Jun-2020,1413.9,1251.6,129.1,135.9,1.8,24.7,8.0,16.6
Sep-2020,2399.1,2099.0,275.9,143.2,1.8,155.0,47.5,107.5
Dec-2020,2414.9,1944.9,433.9,169.7,1.7,298.6,58.8,239.8
Mar-2021,2874.5,1877.5,944.0,157.1,1.7,838.2,-97.4,935.6
Jun-2021,2506.3,1893.8,580.8,149.1,1.8,461.6,113.9,347.7
Sep-2021,3634.6,2464.9,1127.3,151.8,1.8,1016.1,278.3,737.8
Dec-2021,3845.2,2582.7,1190.5,151.5,1.9,1109.1,278.3,830.9
Mar-2022,4492.1,2722.2,1618.6,384.2,17.6,1368.1,342.4,1025.7
Jun-2022,3846.2,2914.7,868.7,149.7,3.9,778.0,199.4,578.6
