,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,117.0,7.0,107.3,1.2,0.2,108.5,2.3,106.3
Mar-2020,-10.5,52.9,-65.8,10.0,0.6,-74.0,-3.6,-70.4
Jun-2020,11.0,4.9,-4.9,18.0,0.8,-12.8,-2.5,-10.3
Sep-2020,1.0,21.5,-22.1,-16.6,0.7,-4.7,-2.7,-2.0
Dec-2020,0.1,4.6,-4.6,0.0,0.5,-5.1,-0.5,-4.6
Mar-2021,30.9,2.2,6.1,0.0,0.6,28.1,2.3,25.9
Jun-2021,0.9,3.9,-2.9,0.0,0.8,-3.8,0.2,-4.0
Sep-2021,17.4,4.5,12.3,0.0,0.9,11.9,3.8,8.1
Dec-2021,31.4,9.0,23.0,0.0,1.2,21.8,7.1,14.6
Mar-2022,8.1,5.1,0.3,0.0,1.3,1.6,-1.7,3.3
Jun-2022,174.8,3.0,171.8,0.0,1.6,170.2,2.7,167.5
