,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,846.7,567.1,262.6,76.5,28.5,174.7,57.5,117.2
Mar-2020,636.8,480.9,138.8,71.4,27.1,57.4,19.8,37.6
Jun-2020,186.8,220.9,-86.1,73.1,27.8,-135.0,-33.9,-101.1
Sep-2020,382.2,349.7,18.2,64.5,26.5,-58.5,-14.1,-44.4
Dec-2020,627.9,497.6,117.1,65.2,25.0,35.5,9.7,25.8
Mar-2021,604.4,477.9,112.0,62.0,24.2,40.3,10.9,29.4
Jun-2021,279.2,301.1,-34.0,50.1,23.0,-94.9,-23.6,-71.3
Sep-2021,625.6,495.0,119.1,58.6,22.0,50.0,13.0,37.0
Dec-2021,854.8,672.7,168.6,61.5,23.3,97.3,24.9,72.4
Mar-2022,684.0,503.3,162.0,71.7,24.5,84.4,21.6,62.8
Jun-2022,952.3,698.4,244.6,69.3,24.9,159.7,40.3,119.3
