,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,207.9,79.5,117.1,33.3,1.9,93.2,-27.1,120.4
Mar-2020,173.7,61.5,100.4,33.8,2.0,76.4,28.5,47.9
Jun-2020,170.1,63.5,95.5,33.1,1.7,71.8,25.3,46.4
Sep-2020,196.1,79.8,102.9,33.6,1.6,81.1,28.6,52.4
Dec-2020,206.8,88.4,110.0,33.3,1.5,83.7,29.4,54.3
Mar-2021,202.9,77.9,115.5,33.5,1.5,90.0,24.8,65.2
Jun-2021,166.9,71.7,87.9,33.4,1.3,49.6,17.4,32.2
Sep-2021,201.8,85.7,109.0,33.3,1.1,72.9,27.3,45.6
Dec-2021,175.6,81.9,86.7,31.8,1.0,70.7,27.0,43.8
Mar-2022,227.7,91.7,129.0,30.7,1.3,109.3,37.6,71.7
Jun-2022,217.0,94.9,113.2,30.0,2.1,77.4,19.9,57.5
