,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,195.6,158.6,35.7,7.9,0.3,28.7,8.1,20.7
Mar-2020,216.1,175.9,36.7,9.2,0.3,30.7,8.3,22.4
Jun-2020,117.1,99.0,7.5,8.8,0.2,9.1,-2.7,11.8
Sep-2020,222.5,190.4,31.2,8.8,0.3,23.1,6.4,16.6
Dec-2020,276.1,237.7,36.9,8.8,0.2,29.5,7.4,22.1
Mar-2021,324.2,271.7,50.3,9.8,0.2,42.6,6.6,36.0
Jun-2021,345.5,271.8,72.7,10.2,0.2,63.2,16.1,47.1
Sep-2021,377.4,325.7,49.5,10.4,0.2,41.1,10.6,30.5
Dec-2021,389.8,339.0,50.0,10.5,0.3,40.0,10.2,29.9
Mar-2022,463.8,352.2,110.5,16.0,0.4,95.2,26.8,68.5
Jun-2022,509.9,407.7,101.2,13.4,0.3,88.5,22.9,65.6
