,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,539.1,366.0,153.1,57.0,9.8,106.3,14.7,91.6
Mar-2020,627.8,403.6,203.7,62.3,9.3,152.6,32.6,120.0
Jun-2020,435.5,296.0,124.2,66.1,7.4,66.0,8.2,57.8
Sep-2020,530.8,362.0,155.0,68.7,6.6,93.5,9.9,83.6
Dec-2020,601.2,408.5,175.6,69.7,7.1,115.9,14.1,101.8
Mar-2021,676.5,442.9,215.2,70.0,6.6,192.0,31.5,160.5
Jun-2021,606.0,429.3,164.4,74.7,7.9,94.1,17.2,76.9
Sep-2021,622.4,432.4,177.1,76.2,1.2,81.9,15.4,66.5
Dec-2021,652.4,436.9,202.6,78.5,9.4,127.6,24.2,103.4
Mar-2022,773.4,509.4,249.3,80.3,5.6,178.1,31.1,147.0
Jun-2022,660.0,472.6,171.9,86.1,9.4,91.9,18.7,73.2
