,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,956.3,805.0,85.6,5.6,0.4,145.3,36.6,108.7
Mar-2020,922.3,742.8,111.0,6.7,0.6,172.2,42.5,129.7
Jun-2020,517.5,446.4,21.4,5.3,0.4,65.3,17.2,48.1
Sep-2020,736.7,606.2,77.3,6.0,0.5,124.1,31.4,92.7
Dec-2020,884.7,761.7,75.1,5.1,0.4,117.6,29.4,88.2
Mar-2021,1160.7,952.7,164.0,7.1,2.4,43.6,13.1,30.5
Jun-2021,757.4,630.6,104.3,4.9,0.3,121.7,31.1,90.6
Sep-2021,676.3,587.5,60.3,5.3,0.2,83.2,23.8,59.5
Dec-2021,719.8,619.1,62.5,7.8,0.2,92.6,24.6,68.0
Mar-2022,853.8,698.1,108.0,5.2,0.1,150.3,24.1,126.3
Jun-2022,832.2,758.9,46.0,5.1,0.1,68.0,17.5,50.5
